icd9,icd9_description,icd10,icd10_description,approximate,combination,scenario,choice_list,no_map,label
65631,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition",O68,Labor and delivery complicated by abnormality of fetal acid-base balance,1,0,0,0,0,one_to_one
65641,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition",O364XX0,"Maternal care for intrauterine death, not applicable or unspecified",1,0,0,0,0,one_to_one
65643,"Intrauterine death, affecting management of mother, antepartum condition or complication",O364XX0,"Maternal care for intrauterine death, not applicable or unspecified",1,0,0,0,0,one_to_one
65831,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition",O755,Delayed delivery after artificial rupture of membranes,1,0,0,0,0,one_to_one
65901,"Failed mechanical induction of labor, delivered, with or without mention of antepartum condition",O611,Failed instrumental induction of labor,1,0,0,0,0,one_to_one
65913,"Failed medical or unspecified induction of labor, antepartum condition or complication",O610,Failed medical induction of labor,1,0,0,0,0,one_to_one
65921,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition",O752,"Pyrexia during labor, not elsewhere classified",1,0,0,0,0,one_to_one
65923,"Maternal pyrexia during labor, unspecified, antepartum condition or complication",O752,"Pyrexia during labor, not elsewhere classified",1,0,0,0,0,one_to_one
65931,"Generalized infection during labor, delivered, with or without mention of antepartum condition",O753,Other infection during labor,1,0,0,0,0,one_to_one
65933,"Generalized infection during labor, antepartum condition or complication",O753,Other infection during labor,1,0,0,0,0,one_to_one
65960,"Elderly multigravida, unspecified as to episode of care or not applicable",O09529,"Supervision of elderly multigravida, unspecified trimester",1,0,0,0,0,one_to_one
65971,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition",O76,Abnormality in fetal heart rate and rhythm complicating labor and delivery,1,0,0,0,0,one_to_one
65973,"Abnormality in fetal heart rate or rhythm, antepartum condition or complication",O76,Abnormality in fetal heart rate and rhythm complicating labor and delivery,1,0,0,0,0,one_to_one
65981,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition",O7589,Other specified complications of labor and delivery,1,0,0,0,0,one_to_one
65983,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication",O7589,Other specified complications of labor and delivery,1,0,0,0,0,one_to_one
65991,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition",O759,"Complication of labor and delivery, unspecified",1,0,0,0,0,one_to_one
65993,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication",O759,"Complication of labor and delivery, unspecified",1,0,0,0,0,one_to_one
66001,"Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition",O649XX0,"Obstructed labor due to malposition and malpresentation, unspecified, not applicable or unspecified",1,0,0,0,0,one_to_one
66011,"Obstruction by bony pelvis during labor, delivered, with or without mention of antepartum condition",O654,"Obstructed labor due to fetopelvic disproportion, unspecified",1,0,0,0,0,one_to_one
66021,"Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition",O655,Obstructed labor due to abnormality of maternal pelvic organs,1,0,0,0,0,one_to_one
66031,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition",O640XX0,"Obstructed labor due to incomplete rotation of fetal head, not applicable or unspecified",1,0,0,0,0,one_to_one
66041,"Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition",O660,Obstructed labor due to shoulder dystocia,1,0,0,0,0,one_to_one
66061,"Unspecified failed trial of labor, delivered, with or without mention of antepartum condition",O6640,"Failed trial of labor, unspecified",1,0,0,0,0,one_to_one
66071,"Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition",O665,Attempted application of vacuum extractor and forceps,1,0,0,0,0,one_to_one
66081,"Other causes of obstructed labor, delivered, with or without mention of antepartum condition",O668,Other specified obstructed labor,1,0,0,0,0,one_to_one
66091,"Unspecified obstructed labor, delivered, with or without mention of antepartum condition",O669,"Obstructed labor, unspecified",1,0,0,0,0,one_to_one
66101,"Primary uterine inertia, delivered, with or without mention of antepartum condition",O620,Primary inadequate contractions,1,0,0,0,0,one_to_one
66103,"Primary uterine inertia, antepartum condition or complication",O620,Primary inadequate contractions,1,0,0,0,0,one_to_one
66111,"Secondary uterine inertia, delivered, with or without mention of antepartum condition",O621,Secondary uterine inertia,1,0,0,0,0,one_to_one
66113,"Secondary uterine inertia, antepartum condition or complication",O621,Secondary uterine inertia,1,0,0,0,0,one_to_one
66121,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition",O622,Other uterine inertia,1,0,0,0,0,one_to_one
66123,"Other and unspecified uterine inertia, antepartum condition or complication",O622,Other uterine inertia,1,0,0,0,0,one_to_one
66131,"Precipitate labor, delivered, with or without mention of antepartum condition",O623,Precipitate labor,1,0,0,0,0,one_to_one
66133,"Precipitate labor, antepartum condition or complication",O623,Precipitate labor,1,0,0,0,0,one_to_one
66141,"Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition",O624,"Hypertonic, incoordinate, and prolonged uterine contractions",1,0,0,0,0,one_to_one
66143,"Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication",O624,"Hypertonic, incoordinate, and prolonged uterine contractions",1,0,0,0,0,one_to_one
66191,"Unspecified abnormality of labor, delivered, with or without mention of antepartum condition",O629,"Abnormality of forces of labor, unspecified",1,0,0,0,0,one_to_one
66193,"Unspecified abnormality of labor, antepartum condition or complication",O629,"Abnormality of forces of labor, unspecified",1,0,0,0,0,one_to_one
66201,"Prolonged first stage of labor, delivered, with or without mention of antepartum condition",O630,Prolonged first stage (of labor),1,0,0,0,0,one_to_one
66211,"Unspecified prolonged labor, delivered, with or without mention of antepartum condition",O639,"Long labor, unspecified",1,0,0,0,0,one_to_one
66221,"Prolonged second stage of labor, delivered, with or without mention of antepartum condition",O631,Prolonged second stage (of labor),1,0,0,0,0,one_to_one
66301,"Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",O690XX0,"Labor and delivery complicated by prolapse of cord, not applicable or unspecified",1,0,0,0,0,one_to_one
66311,"Cord around neck, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition",O691XX0,"Labor and delivery complicated by cord around neck, with compression, not applicable or unspecified",1,0,0,0,0,one_to_one
66321,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition",O692XX0,"Labor and delivery complicated by other cord entanglement, with compression, not applicable or unspecified",1,0,0,0,0,one_to_one
66323,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication",O692XX0,"Labor and delivery complicated by other cord entanglement, with compression, not applicable or unspecified",1,0,0,0,0,one_to_one
66341,"Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition",O693XX0,"Labor and delivery complicated by short cord, not applicable or unspecified",1,0,0,0,0,one_to_one
66351,"Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition",O694XX0,"Labor and delivery complicated by vasa previa, not applicable or unspecified",1,0,0,0,0,one_to_one
66353,"Vasa previa complicating labor and delivery, antepartum condition or complication",O694XX0,"Labor and delivery complicated by vasa previa, not applicable or unspecified",1,0,0,0,0,one_to_one
66361,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",O695XX0,"Labor and delivery complicated by vascular lesion of cord, not applicable or unspecified",1,0,0,0,0,one_to_one
66381,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition",O6989X0,"Labor and delivery complicated by other cord complications, not applicable or unspecified",1,0,0,0,0,one_to_one
66383,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication",O6989X0,"Labor and delivery complicated by other cord complications, not applicable or unspecified",1,0,0,0,0,one_to_one
66391,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition",O699XX0,"Labor and delivery complicated by cord complication, unspecified, not applicable or unspecified",1,0,0,0,0,one_to_one
66401,"First-degree perineal laceration, delivered, with or without mention of antepartum condition",O700,First degree perineal laceration during delivery,1,0,0,0,0,one_to_one
66404,"First-degree perineal laceration, postpartum condition or complication",O700,First degree perineal laceration during delivery,1,0,0,0,0,one_to_one
66410,"Second-degree perineal laceration, unspecified as to episode of care or not applicable",O701,Second degree perineal laceration during delivery,1,0,0,0,0,one_to_one
66411,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition",O701,Second degree perineal laceration during delivery,1,0,0,0,0,one_to_one
66414,"Second-degree perineal laceration, postpartum condition or complication",O701,Second degree perineal laceration during delivery,1,0,0,0,0,one_to_one
66431,"Fourth-degree perineal laceration, delivered, with or without mention of antepartum condition",O703,Fourth degree perineal laceration during delivery,1,0,0,0,0,one_to_one
66441,"Unspecified perineal laceration, delivered, with or without mention of antepartum condition",O709,"Perineal laceration during delivery, unspecified",1,0,0,0,0,one_to_one
66451,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition",O717,Obstetric hematoma of pelvis,1,0,0,0,0,one_to_one
66461,"Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, delivered, with or without mention of antepartum condition",O704,"Anal sphincter tear complicating delivery, not associated with third degree laceration",1,0,0,0,0,one_to_one
66481,"Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition",O7182,Other specified trauma to perineum and vulva,1,0,0,0,0,one_to_one
66484,"Other specified trauma to perineum and vulva, postpartum condition or complication",O7182,Other specified trauma to perineum and vulva,1,0,0,0,0,one_to_one
66511,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition",O711,Rupture of uterus during labor,1,0,0,0,0,one_to_one
66522,"Inversion of uterus, delivered, with mention of postpartum complication",O712,Postpartum inversion of uterus,1,0,0,0,0,one_to_one
66531,"Laceration of cervix, delivered, with or without mention of antepartum condition",O713,Obstetric laceration of cervix,1,0,0,0,0,one_to_one
